College,Course,Category,Cutoff Rank,Score
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Mechanical Engineering,EWS,111431,39.4392454
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Mechanical Engineering,EWS,120178,30.5964599
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Mechanical Engineering,EWS,132579,16.3662375
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Mechanical Engineering,EWS,109272,41.0926455
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Mechanical Engineering,EWS,116336,35.1345873
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Mechanical Engineering,EWS,121379,29.4111028
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Mechanical Engineering,EWS,108672,42.2969628
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Mechanical Engineering,EWS,118517,32.4663078
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Mechanical Engineering,EWS,139903,6.1669865
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Mechanical Engineering,EWS,100382,48.9725355
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Computer Science and Engineering(Artificial Intelligence and Machine Learning),EWS,65078,71.2687819
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Computer Science and Engineering(Artificial Intelligence and Machine Learning),EWS,107726,42.5955447
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Computer Science and Engineering(Artificial Intelligence and Machine Learning),EWS,81129,61.6397637
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Computer Science and Engineering(Artificial Intelligence and Machine Learning),EWS,76413,64.4805659
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Computer Science and Engineering(Artificial Intelligence and Machine Learning),EWS,78005,63.6910141
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Computer Science and Engineering(Artificial Intelligence and Machine Learning),EWS,79840,62.4868401
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Computer Science and Engineering(Artificial Intelligence and Machine Learning),EWS,132394,16.9363708
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Computer Science and Engineering(Artificial Intelligence and Machine Learning),EWS,102482,46.4534231
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Computer Science and Engineering(Artificial Intelligence and Machine Learning),EWS,119052,32.3095051
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Computer Science and Engineering(Artificial Intelligence and Machine Learning),EWS,131165,18.4453326
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Computer Science and Engineering(Artificial Intelligence and Machine Learning),EWS,122700,28.1052376
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Computer Science and Engineering(Artificial Intelligence and Machine Learning),EWS,120625,30.0860456
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Computer Science and Engineering(Artificial Intelligence and Machine Learning),EWS,78215,63.6910141
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Computer Science and Engineering(Artificial Intelligence and Machine Learning),EWS,79925,62.4868401
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Computer Science and Engineering(Artificial Intelligence and Machine Learning),EWS,34811,85.4752553
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Computer Science and Engineering(Artificial Intelligence and Machine Learning),EWS,82942,60.8798115
"Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering & Technology, Shahapur, Asangaon, Dist Thane",Civil Engineering,EWS,142057,2.3386764
"Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering & Technology, Shahapur, Asangaon, Dist Thane",Civil Engineering,EWS,132746,16.2430441
"Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering & Technology, Shahapur, Asangaon, Dist Thane",Civil Engineering,EWS,105412,44.0513989
"Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering & Technology, Shahapur, Asangaon, Dist Thane",Computer Engineering,EWS,53575,76.8406961
"Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering & Technology, Shahapur, Asangaon, Dist Thane",Computer Engineering,EWS,63892,71.6671025
"Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering & Technology, Shahapur, Asangaon, Dist Thane",Computer Engineering,EWS,133728,15.5096512
"Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering & Technology, Shahapur, Asangaon, Dist Thane",Computer Engineering,EWS,138737,7.7808076
"Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering & Technology, Shahapur, Asangaon, Dist Thane",Computer Engineering,EWS,62299,72.6119403
"Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering & Technology, Shahapur, Asangaon, Dist Thane",Computer Engineering,EWS,49362,78.8754662
"Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering & Technology, Shahapur, Asangaon, Dist Thane",Computer Engineering,EWS,91067,55.2985075
"Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering & Technology, Shahapur, Asangaon, Dist Thane",Computer Engineering,EWS,109623,40.6521983
"Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering & Technology, Shahapur, Asangaon, Dist Thane",Computer Engineering,EWS,60212,73.4109953
"Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering & Technology, Shahapur, Asangaon, Dist Thane",Computer Engineering,EWS,94157,52.7523799
"Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering & Technology, Shahapur, Asangaon, Dist Thane",Computer Engineering,EWS,78461,63.6508999
"Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering & Technology, Shahapur, Asangaon, Dist Thane",Computer Engineering,EWS,98089,49.6513702
"Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering & Technology, Shahapur, Asangaon, Dist Thane",Computer Engineering,EWS,78759,63.3857031
"Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering & Technology, Shahapur, Asangaon, Dist Thane",Computer Engineering,EWS,59888,73.6426530
"Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering & Technology, Shahapur, Asangaon, Dist Thane",Computer Engineering,EWS,125766,24.8864926
"Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering & Technology, Shahapur, Asangaon, Dist Thane",Computer Engineering,EWS,73389,66.4309764
"Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering & Technology, Shahapur, Asangaon, Dist Thane",Computer Engineering,EWS,45060,81.0174211
"Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering & Technology, Shahapur, Asangaon, Dist Thane",Computer Engineering,EWS,67725,69.6572694
"Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering & Technology, Shahapur, Asangaon, Dist Thane",Electronics and Telecommunication Engg,EWS,138744,7.7808076
"Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering & Technology, Shahapur, Asangaon, Dist Thane",Electronics and Telecommunication Engg,EWS,134331,14.4711178
"Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering & Technology, Shahapur, Asangaon, Dist Thane",Electronics and Telecommunication Engg,EWS,103752,45.9472716
"Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering & Technology, Shahapur, Asangaon, Dist Thane",Electronics and Telecommunication Engg,EWS,117725,33.2472877
"Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering & Technology, Shahapur, Asangaon, Dist Thane",Electronics and Telecommunication Engg,EWS,127362,22.9499823
"Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering & Technology, Shahapur, Asangaon, Dist Thane",Electronics and Telecommunication Engg,EWS,131094,18.4453326
"Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering & Technology, Shahapur, Asangaon, Dist Thane",Electronics and Telecommunication Engg,EWS,92454,54.0043616
"Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering & Technology, Shahapur, Asangaon, Dist Thane",Electronics and Telecommunication Engg,EWS,139583,6.4285981
"Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering & Technology, Shahapur, Asangaon, Dist Thane",Mechanical Engineering,EWS,142996,0.5380990
"Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering & Technology, Shahapur, Asangaon, Dist Thane",Automation and Robotics,EWS,135505,12.8630551
"Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering & Technology, Shahapur, Asangaon, Dist Thane",Automation and Robotics,EWS,137637,9.4916141
"Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering & Technology, Shahapur, Asangaon, Dist Thane",Automation and Robotics,EWS,140456,5.0725526
"Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering & Technology, Shahapur, Asangaon, Dist Thane",Automation and Robotics,EWS,118847,32.3660798
"Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering & Technology, Shahapur, Asangaon, Dist Thane",Automation and Robotics,EWS,138304,8.8688138
"Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering & Technology, Shahapur, Asangaon, Dist Thane",Automation and Robotics,EWS,134865,13.5034179
"Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering & Technology, Shahapur, Asangaon, Dist Thane",Automation and Robotics,EWS,132991,15.9315290
"Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering & Technology, Shahapur, Asangaon, Dist Thane",Automation and Robotics,EWS,135424,13.2248410
"Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering & Technology, Shahapur, Asangaon, Dist Thane",Automation and Robotics,EWS,64345,71.4000828
"Aldel Education Trust's St. John College of Engineering & Management, Vevoor, Palghar",Civil Engineering,EWS,135324,13.2248410
"Aldel Education Trust's St. John College of Engineering & Management, Vevoor, Palghar",Civil Engineering,EWS,67213,69.6924231
"Aldel Education Trust's St. John College of Engineering & Management, Vevoor, Palghar",Civil Engineering,EWS,111406,39.4392454
"Aldel Education Trust's St. John College of Engineering & Management, Vevoor, Palghar",Civil Engineering,EWS,104129,45.8483896
"Aldel Education Trust's St. John College of Engineering & Management, Vevoor, Palghar",Civil Engineering,EWS,88394,56.7405028
"Aldel Education Trust's St. John College of Engineering & Management, Vevoor, Palghar",Computer Engineering,EWS,34165,85.9227307
"Aldel Education Trust's St. John College of Engineering & Management, Vevoor, Palghar",Computer Engineering,EWS,40397,83.2892137
"Aldel Education Trust's St. John College of Engineering & Management, Vevoor, Palghar",Computer Engineering,EWS,69329,68.9337823
"Aldel Education Trust's St. John College of Engineering & Management, Vevoor, Palghar",Computer Engineering,EWS,112040,38.9925740
"Aldel Education Trust's St. John College of Engineering & Management, Vevoor, Palghar",Computer Engineering,EWS,140076,6.1050754
"Aldel Education Trust's St. John College of Engineering & Management, Vevoor, Palghar",Computer Engineering,EWS,22594,90.8627157
"Aldel Education Trust's St. John College of Engineering & Management, Vevoor, Palghar",Information Technology,EWS,39407,83.4300164
"Aldel Education Trust's St. John College of Engineering & Management, Vevoor, Palghar",Information Technology,EWS,44243,81.2344165
"Aldel Education Trust's St. John College of Engineering & Management, Vevoor, Palghar",Information Technology,EWS,93821,53.1660451
"Aldel Education Trust's St. John College of Engineering & Management, Vevoor, Palghar",Information Technology,EWS,103915,45.9472716
"Aldel Education Trust's St. John College of Engineering & Management, Vevoor, Palghar",Information Technology,EWS,106395,43.5071268
"Aldel Education Trust's St. John College of Engineering & Management, Vevoor, Palghar",Information Technology,EWS,28661,88.2671548
"Aldel Education Trust's St. John College of Engineering & Management, Vevoor, Palghar",Mechanical Engineering,EWS,62801,72.3082536
"Aldel Education Trust's St. John College of Engineering & Management, Vevoor, Palghar",Mechanical Engineering,EWS,142877,0.8446263
"Aldel Education Trust's St. John College of Engineering & Management, Vevoor, Palghar",Mechanical Engineering,EWS,133343,15.6886806
"Aldel Education Trust's St. John College of Engineering & Management, Vevoor, Palghar",Mechanical Engineering,EWS,82286,61.2935921
"Aldel Education Trust's St. John College of Engineering & Management, Vevoor, Palghar",Mechanical Engineering,EWS,106061,43.6615489
"Aldel Education Trust's St. John College of Engineering & Management, Vevoor, Palghar",Electronics and Computer Science,EWS,79057,62.7898492
"Aldel Education Trust's St. John College of Engineering & Management, Vevoor, Palghar",Electronics and Computer Science,EWS,63879,71.6671025
"Aldel Education Trust's St. John College of Engineering & Management, Vevoor, Palghar",Electronics and Computer Science,EWS,105223,44.4766130
"Aldel Education Trust's St. John College of Engineering & Management, Vevoor, Palghar",Electronics and Computer Science,EWS,64675,71.3590844
"Aldel Education Trust's St. John College of Engineering & Management, Vevoor, Palghar",Electronics and Computer Science,EWS,59410,74.0797795
"Aldel Education Trust's St. John College of Engineering & Management, Vevoor, Palghar",Computer Science and Engineering(Data Science),EWS,52842,77.4193548
"Aldel Education Trust's St. John College of Engineering & Management, Vevoor, Palghar",Computer Science and Engineering(Data Science),EWS,57211,75.1687111
"Aldel Education Trust's St. John College of Engineering & Management, Vevoor, Palghar",Computer Science and Engineering(Data Science),EWS,72585,66.9527897
"Aldel Education Trust's St. John College of Engineering & Management, Vevoor, Palghar",Computer Science and Engineering(Data Science),EWS,52879,77.4193548
"Aldel Education Trust's St. John College of Engineering & Management, Vevoor, Palghar",Computer Science and Engineering(Data Science),EWS,138066,9.0956868
"Aldel Education Trust's St. John College of Engineering & Management, Vevoor, Palghar",Computer Science and Engineering(Data Science),EWS,28948,88.0989788
"Aldel Education Trust's St. John College of Engineering & Management, Vevoor, Palghar",Artificial Intelligence and Machine Learning,EWS,44099,81.2345291
"Aldel Education Trust's St. John College of Engineering & Management, Vevoor, Palghar",Artificial Intelligence and Machine Learning,EWS,56637,75.3402820
"Aldel Education Trust's St. John College of Engineering & Management, Vevoor, Palghar",Artificial Intelligence and Machine Learning,EWS,98833,49.5548073
"Aldel Education Trust's St. John College of Engineering & Management, Vevoor, Palghar",Artificial Intelligence and Machine Learning,EWS,89901,55.8997381
"Aldel Education Trust's St. John College of Engineering & Management, Vevoor, Palghar",Artificial Intelligence and Machine Learning,EWS,142982,0.5959137
"Aldel Education Trust's St. John College of Engineering & Management, Vevoor, Palghar",Artificial Intelligence and Machine Learning,EWS,34350,85.9219677
"Koti Vidya Charitable Trust's  Smt. Alamuri Ratnamala Institute of Engineering and Technology,  Sapgaon, Tal. Shahapur",Civil Engineering,EWS,107205,42.9215913
"Koti Vidya Charitable Trust's  Smt. Alamuri Ratnamala Institute of Engineering and Technology,  Sapgaon, Tal. Shahapur",Computer Engineering,EWS,94289,52.7523799
"Koti Vidya Charitable Trust's  Smt. Alamuri Ratnamala Institute of Engineering and Technology,  Sapgaon, Tal. Shahapur",Computer Engineering,EWS,105109,44.4766130
"Koti Vidya Charitable Trust's  Smt. Alamuri Ratnamala Institute of Engineering and Technology,  Sapgaon, Tal. Shahapur",Computer Engineering,EWS,116849,34.1365462
"Koti Vidya Charitable Trust's  Smt. Alamuri Ratnamala Institute of Engineering and Technology,  Sapgaon, Tal. Shahapur",Computer Engineering,EWS,136307,11.4340144
"Koti Vidya Charitable Trust's  Smt. Alamuri Ratnamala Institute of Engineering and Technology,  Sapgaon, Tal. Shahapur",Computer Engineering,EWS,103548,45.9664342
"Koti Vidya Charitable Trust's  Smt. Alamuri Ratnamala Institute of Engineering and Technology,  Sapgaon, Tal. Shahapur",Computer Engineering,EWS,133181,15.9127414
"Koti Vidya Charitable Trust's  Smt. Alamuri Ratnamala Institute of Engineering and Technology,  Sapgaon, Tal. Shahapur",Computer Engineering,EWS,65048,71.2687819
